Game,Ncomments,Ndiscomfort,Pdiscomfort,name
Nancy Drew: Danger on Deception Island,11,0.0,0.0,nancydrewdangerondeceptionisland
Nancy Drew: Legend of the Crystal Skull,19,0.0,0.0,nancydrewlegendofthecrystalskull
Nancy Drew: Secret of the Old Clock,13,0.0,0.0,nancydrewsecretoftheoldclock
Nancy Drew: The Creature of Kapu Cave,9,0.0,0.0,nancydrewthecreatureofkapucave
Nancy Drew: The Phantom of Venice,15,0.0,0.0,nancydrewthephantomofvenice
Nancy Drew: The Ransom of the Seven Ships,10,0.0,0.0,nancydrewtheransomofthesevenships
Nancy Drew: The White Wolf of Icicle Creek,9,0.0,0.0,nancydrewthewhitewolfoficiclecreek
Nancy Drew: Warnings at Waverly Academy,12,0.0,0.0,nancydrewwarningsatwaverlyacademy
Nanotale - Typing Chronicles,6,0.0,0.0,nanotaletypingchronicles
Nantucket,10,0.0,0.0,nantucket
Napoleon: Total War,83,0.0,0.0,napoleontotalwar
Naraka: Bladepoint,46,0.0,0.0,narakabladepoint
Narcos: Rise of the Cartels,11,0.0,0.0,narcosriseofthecartels
Narcosis,14,0.0,0.0,narcosis
Narita Boy,23,0.0,0.0,naritaboy
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,83,0.0,0.0,narutoshippudenultimateninjastorm3fullburst
Naruto to Boruto: Shinobi Striker,23,0.0,0.0,narutotoborutoshinobistriker
Natural Selection 2,229,4.0,0.0174672489082969,naturalselection2
Naval War: Arctic Circle,18,0.0,0.0,navalwararcticcircle
Nebuchadnezzar,9,0.0,0.0,nebuchadnezzar
NecroVisioN,27,1.0,0.037037037037037,necrovision
Necrobarista,49,0.0,0.0,necrobarista
Necromunda: Hired Gun,26,0.0,0.0,necromundahiredgun
Necromunda: Underhive Wars,25,0.0,0.0,necromundaunderhivewars
Necropolis,444,0.0,0.0,necropolis
Need for Speed,111,2.0,0.018018018018018,needforspeed
Need for Speed Heat,179,0.0,0.0,needforspeedheat
Need for Speed Payback,139,2.0,0.014388489208633,needforspeedpayback
Need for Speed Unbound,126,1.0,0.0079365079365079,needforspeedunbound
Need for Speed World,50,0.0,0.0,needforspeedworld
Need for Speed: Carbon,99,2.0,0.0202020202020202,needforspeedcarbon
Need for Speed: Hot Pursuit,187,2.0,0.0106951871657754,needforspeedhotpursuit
Need for Speed: Hot Pursuit 2,58,0.0,0.0,needforspeedhotpursuit2
Need for Speed: Hot Pursuit Remastered,32,0.0,0.0,needforspeedhotpursuitremastered
Need for Speed: Most Wanted (2005),218,0.0,0.0,needforspeedmostwanted2005
Need for Speed: Most Wanted - A Criterion Game,302,3.0,0.009933774834437,needforspeedmostwantedacriteriongame
Need for Speed: ProStreet,85,0.0,0.0,needforspeedprostreet
Need for Speed: Rivals,177,2.0,0.0112994350282485,needforspeedrivals
Need for Speed: Shift,134,1.0,0.0074626865671641,needforspeedshift
Need for Speed: The Run,135,3.0,0.0222222222222222,needforspeedtherun
Need for Speed: Undercover,108,0.0,0.0,needforspeedundercover
Need for Speed: Underground,115,0.0,0.0,needforspeedunderground
Need for Speed: Underground 2,123,2.0,0.016260162601626,needforspeedunderground2
Neighbors from Hell,23,0.0,0.0,neighborsfromhell
Nelly Cootalot: The Fowl Fleet,58,0.0,0.0,nellycootalotthefowlfleet
Nemesis of the Roman Empire,8,0.0,0.0,nemesisoftheromanempire
Neo Cab,22,0.0,0.0,neocab
Neocron,9,0.0,0.0,neocron
Neon Abyss,33,0.0,0.0,neonabyss
Neon Chrome,22,0.0,0.0,neonchrome
Neon White,63,0.0,0.0,neonwhite
Nerve,12,0.0,0.0,nerve
Nether,49,1.0,0.0204081632653061,nether
Never Alone,38,0.0,0.0,neveralone
NeverAwake,75,0.0,0.0,neverawake
NeverEnd (2006),15,0.0,0.0,neverend2006
Neverending Nightmares,31,0.0,0.0,neverendingnightmares
Neversong,10,0.0,0.0,neversong
Neverwinter,172,1.0,0.005813953488372,neverwinter
Neverwinter Nights,113,0.0,0.0,neverwinternights
Neverwinter Nights 2,229,3.0,0.0131004366812227,neverwinternights2
Neverwinter Nights 2: Mask of The Betrayer,88,0.0,0.0,neverwinternights2maskofthebetrayer
Neverwinter Nights 2: Mysteries of Westgate,10,0.0,0.0,neverwinternights2mysteriesofwestgate
Neverwinter Nights 2: Storm of Zehir,20,0.0,0.0,neverwinternights2stormofzehir
Neverwinter Nights: Hordes of the Underdark,26,0.0,0.0,neverwinternightshordesoftheunderdark
Neverwinter Nights: Shadows of Undrentide,17,0.0,0.0,neverwinternightsshadowsofundrentide
New Tales from the Borderlands,28,0.0,0.0,newtalesfromtheborderlands
New World,345,2.0,0.0057971014492753,newworld
New World Order,22,0.0,0.0,newworldorder
Nex Machina: Death Machine,15,0.0,0.0,nexmachinadeathmachine
Nexagon: Deathmatch,6,0.0,0.0,nexagondeathmatch
Next Life,8,0.0,0.0,nextlife
Nexus: The Jupiter Incident,40,1.0,0.025,nexusthejupiterincident
Ni no Kuni II: Revenant Kingdom,53,1.0,0.0188679245283018,ninokuniiirevenantkingdom
Nibiru: Age of Secrets,13,0.0,0.0,nibiruageofsecrets
Nickelodeon All-Star Brawl,19,0.0,0.0,nickelodeonallstarbrawl
Nidhogg,36,1.0,0.0277777777777777,nidhogg
Nidhogg 2,47,0.0,0.0,nidhogg2
NieR Replicant ver.1.22474487139...,48,2.0,0.0416666666666666,nierreplicantver122474487139
NieR: Automata,338,2.0,0.0059171597633136,nierautomata
Night Call,37,1.0,0.027027027027027,nightcall
Night Watch,9,2.0,0.2222222222222222,nightwatch
Night in the Woods,105,0.0,0.0,nightinthewoods
Nightmare Reaper,8,0.0,0.0,nightmarereaper
Nihilumbra,16,0.0,0.0,nihilumbra
Nikopol: Secrets of the Immortals,16,0.0,0.0,nikopolsecretsoftheimmortals
Ninja Blade,21,0.0,0.0,ninjablade
Ninja Gaiden: Master Collection,22,0.0,0.0,ninjagaidenmastercollection
Nioh 2: The Complete Edition,109,1.0,0.0091743119266055,nioh2thecompleteedition
Nioh: Complete Edition,112,0.0,0.0,niohcompleteedition
No Escape (2000),6,0.0,0.0,noescape2000
No Longer Home,7,1.0,0.1428571428571428,nolongerhome
No Man's Sky,820,6.0,0.0073170731707317,nomanssky
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,45,1.0,0.0222222222222222,noonelivesforever2aspyinharmsway
No Place Like Home,6,0.0,0.0,noplacelikehome
No Place for Bravery,6,0.0,0.0,noplaceforbravery
No Straight Roads,53,0.0,0.0,nostraightroads
No Time to Explain,34,0.0,0.0,notimetoexplain
Nobody Saves the World,42,0.0,0.0,nobodysavestheworld
Noita,54,0.0,0.0,noita
Nom Nom Galaxy,6,0.0,0.0,nomnomgalaxy
Northgard,29,0.0,0.0,northgard
Northland,10,0.0,0.0,northland
Nosferatu: The Wrath of Malachi,11,0.0,0.0,nosferatuthewrathofmalachi
Nostradamus: The Last Prophecy,33,0.0,0.0,nostradamusthelastprophecy
Not For Broadcast,27,0.0,0.0,notforbroadcast
Not Tonight,18,0.0,0.0,nottonight
Not Tonight 2,8,0.0,0.0,nottonight2
Not a Hero,20,0.0,0.0,notahero
Nowhere Prophet,20,0.0,0.0,nowhereprophet
Nuclear Blaze,24,0.0,0.0,nuclearblaze
Nuclear Dawn,69,1.0,0.0144927536231884,nucleardawn
Nuclear Throne,50,1.0,0.02,nuclearthrone
O.R.B.: Off-World Resource Base,32,0.0,0.0,orboffworldresourcebase
OMNO,24,0.0,0.0,omno
OVERKILL's The Walking Dead,144,0.0,0.0,overkillsthewalkingdead
OVERPASS,9,0.0,0.0,overpass
OVIVO,12,0.0,0.0,ovivo
Obduction,59,0.0,0.0,obduction
Obliteracers,9,0.0,0.0,obliteracers
Oblitus,7,0.0,0.0,oblitus
Obscure,20,0.0,0.0,obscure
Obscure: The Aftermath,441,1.0,0.0022675736961451,obscuretheaftermath
Obscuritas,6,0.0,0.0,obscuritas
Observation,56,0.0,0.0,observation
Observer,96,4.0,0.0416666666666666,observer
Observer: System Redux,16,1.0,0.0625,observersystemredux
Obsidian,13,0.0,0.0,obsidian
Ocean's Heart,11,0.0,0.0,oceansheart
Oceanhorn: Monster of Uncharted Seas,32,0.0,0.0,oceanhornmonsterofunchartedseas
Octodad: Dadliest Catch,53,1.0,0.0188679245283018,octodaddadliestcatch
Octopath Traveler,52,0.0,0.0,octopathtraveler
Octopath Traveler II,20,0.0,0.0,octopathtravelerii
Oddworld: Abe's Oddysee - New 'n' Tasty,26,0.0,0.0,oddworldabesoddyseenewntasty
Oddworld: Soulstorm,45,0.0,0.0,oddworldsoulstorm
Ode,8,1.0,0.125,ode
Odyssey: The Search for Ulysses,40,0.0,0.0,odysseythesearchforulysses
Of Bird and Cage,12,0.0,0.0,ofbirdandcage
Of Light and Darkness: The Prophecy,12,0.0,0.0,oflightanddarknesstheprophecy
Of Orcs and Men,58,1.0,0.0172413793103448,oforcsandmen
Off-Road Drive,10,0.0,0.0,offroaddrive
Off-Road Redneck Racing,6,0.0,0.0,offroadredneckracing
Officers,9,0.0,0.0,officers
Offworld Trading Company,26,0.0,0.0,offworldtradingcompany
Oh...Sir!,10,0.0,0.0,ohsir
Oil Rush,31,0.0,0.0,oilrush
Okami HD,49,1.0,0.0204081632653061,okamihd
Okhlos,9,0.0,0.0,okhlos
Old Man's Journey,19,0.0,0.0,oldmansjourney
Old World,34,0.0,0.0,oldworld
Oleg Maddox presents: Pacific Fighters,15,0.0,0.0,olegmaddoxpresentspacificfighters
Olija,37,0.0,0.0,olija
OlliOlli,12,0.0,0.0,olliolli
OlliOlli World,21,1.0,0.0476190476190476,olliolliworld
OlliOlli World: VOID Riders,13,0.0,0.0,olliolliworldvoidriders
OlliOlli2: Welcome to Olliwood,14,0.0,0.0,olliolli2welcometoolliwood
Omensight,13,0.0,0.0,omensight
Omerta: City of Gangsters,71,1.0,0.0140845070422535,omertacityofgangsters
On Rusty Trails,12,0.0,0.0,onrustytrails
Once Upon a Knight,14,0.0,0.0,onceuponaknight
One Finger Death Punch 2,11,0.0,0.0,onefingerdeathpunch2
One Must Fall: Battlegrounds,16,0.0,0.0,onemustfallbattlegrounds
One Piece Odyssey,24,0.0,0.0,onepieceodyssey
One Step From Eden,14,0.0,0.0,onestepfromeden
OneShot,63,0.0,0.0,oneshot
Onee Chanbara ORIGIN,9,0.0,0.0,oneechanbaraorigin
Oni,30,0.0,0.0,oni
Onimusha: Warlords,19,0.0,0.0,onimushawarlords
Oozi: Earth Adventure,9,0.0,0.0,ooziearthadventure
Operation Blockade,86,0.0,0.0,operationblockade
Operation Flashpoint: Cold War Crisis,48,0.0,0.0,operationflashpointcoldwarcrisis
Operation Flashpoint: Dragon Rising,156,1.0,0.0064102564102564,operationflashpointdragonrising
Operation Flashpoint: Red River,46,3.0,0.0652173913043478,operationflashpointredriver
Operation Flashpoint: Resistance,33,1.0,0.0303030303030303,operationflashpointresistance
Operation: Tango,15,0.0,0.0,operationtango
Operencia: The Stolen Sun,28,0.0,0.0,operenciathestolensun
Orangeblood,7,0.0,0.0,orangeblood
Orcs Must Die!,130,2.0,0.0153846153846153,orcsmustdie
Orcs Must Die! 2,103,1.0,0.0097087378640776,orcsmustdie2
Orcs Must Die! 3,20,4.0,0.2,orcsmustdie3
Order of Battle: Pacific,60,0.0,0.0,orderofbattlepacific
Order of War,35,1.0,0.0285714285714285,orderofwar
Ori and the Blind Forest,238,1.0,0.0042016806722689,oriandtheblindforest
Ori and the Blind Forest: Definitive Edition,118,0.0,0.0,oriandtheblindforestdefinitiveedition
Ori and the Will of the Wisps,300,2.0,0.0066666666666666,oriandthewillofthewisps
Oriental Empires,10,0.0,0.0,orientalempires
Original War,24,0.0,0.0,originalwar
Orion: Dino Horde,194,1.0,0.0051546391752577,oriondinohorde
Orwell,37,0.0,0.0,orwell
Orwell's Animal Farm,10,1.0,0.1,orwellsanimalfarm
Osmos,45,0.0,0.0,osmos
Othercide,17,0.0,0.0,othercide
Out There: Oceans of Time,8,2.0,0.25,outthereoceansoftime
Out of Line,24,0.0,0.0,outofline
Out of the Park Baseball 10,14,1.0,0.0714285714285714,outoftheparkbaseball10
Out of the Park Baseball 13,54,1.0,0.0185185185185185,outoftheparkbaseball13
Out of the Park Baseball 14,35,0.0,0.0,outoftheparkbaseball14
Out of the Park Baseball 15,24,1.0,0.0416666666666666,outoftheparkbaseball15
Out of the Park Baseball 17,49,1.0,0.0204081632653061,outoftheparkbaseball17
Out of the Park Baseball 4,8,0.0,0.0,outoftheparkbaseball4
Out of the Park Baseball 9,15,0.0,0.0,outoftheparkbaseball9
Out of the Park Baseball Manager 2006,6,0.0,0.0,outoftheparkbaseballmanager2006
OutRun 2006: Coast 2 Coast,19,0.0,0.0,outrun2006coast2coast
Outcast: Second Contact,12,0.0,0.0,outcastsecondcontact
Outcry,8,0.0,0.0,outcry
Outer Wilds,244,1.0,0.0040983606557377,outerwilds
Outer Wilds: Echoes of the Eye,27,0.0,0.0,outerwildsechoesoftheeye
Outland,17,0.0,0.0,outland
Outlast,427,3.0,0.0070257611241217,outlast
Outlast 2,134,2.0,0.0149253731343283,outlast2
Outlast: Whistleblower,55,0.0,0.0,outlastwhistleblower
Outlive (2001),13,0.0,0.0,outlive2001
Outriders,258,3.0,0.0116279069767441,outriders
Outriders Worldslayer,14,0.0,0.0,outridersworldslayer
Outward,85,2.0,0.0235294117647058,outward
Overboard!,13,0.0,0.0,overboard
Overclocked: A History of Violence,8,2.0,0.25,overclockedahistoryofviolence
Overcooked!,82,0.0,0.0,overcooked
Overcooked! 2,23,2.0,0.0869565217391304,overcooked2
Overland,27,0.0,0.0,overland
Overload,24,0.0,0.0,overload
Overlord,68,2.0,0.0294117647058823,overlord
Overlord II,52,0.0,0.0,overlordii
Override 2: Super Mech League,7,0.0,0.0,override2supermechleague
Overwatch,1525,20.0,0.0131147540983606,overwatch
Overwatch 2,1844,8.0,0.0043383947939262,overwatch2
Owlboy,72,1.0,0.0138888888888888,owlboy
Oxenfree,102,0.0,0.0,oxenfree
P-O-L-L-E-N,12,4.0,0.3333333333333333,pollen
PGA Tour 2K21,23,0.0,0.0,pgatour2k21
PHOGS!,16,0.0,0.0,phogs
POST VOID,18,0.0,0.0,postvoid
POSTAL 4: No Regerts,67,0.0,0.0,postal4noregerts
POSTAL Redux,23,0.0,0.0,postalredux
Pac-Man All-Stars,15,0.0,0.0,pacmanallstars
Pac-Man Championship Edition 2,11,0.0,0.0,pacmanchampionshipedition2
Pac-Man Championship Edition DX +,52,1.0,0.0192307692307692,pacmanchampionshipeditiondx
Pac-Man World: Re-PAC,7,0.0,0.0,pacmanworldrepac
Pacer,11,0.0,0.0,pacer
Pacific Storm,13,0.0,0.0,pacificstorm
Pacific Storm: Allies,28,0.0,0.0,pacificstormallies
Pagan Online,14,0.0,0.0,paganonline
Painkiller,103,1.0,0.0097087378640776,painkiller
Painkiller: Battle out of Hell,22,0.0,0.0,painkillerbattleoutofhell
Painkiller: Hell & Damnation,51,1.0,0.0196078431372549,painkillerhelldamnation
Painkiller: Overdose,31,1.0,0.032258064516129,painkilleroverdose
Painkiller: Redemption,3,0.0,0.0,painkillerredemption
Painkiller: Resurrection,21,0.0,0.0,painkillerresurrection
Pandora: First Contact,20,0.0,0.0,pandorafirstcontact
Panzer Corps,37,0.0,0.0,panzercorps
Panzer Corps 2,30,0.0,0.0,panzercorps2
Panzer General III: Scorched Earth,12,0.0,0.0,panzergeneraliiiscorchedearth
Panzer Paladin,14,0.0,0.0,panzerpaladin
Panzer Tactics HD,8,0.0,0.0,panzertacticshd
Paper Sorcerer,16,0.0,0.0,papersorcerer
"Papers, Please",327,2.0,0.0061162079510703,papersplease
Papo & Yo,37,0.0,0.0,papoyo
ParaWorld,14,1.0,0.0714285714285714,paraworld
Paradigm,22,0.0,0.0,paradigm
Paradise (2006),15,0.0,0.0,paradise2006
Paradise Cracked,9,0.0,0.0,paradisecracked
Paradise Killer,21,0.0,0.0,paradisekiller
Paradise Lost,45,0.0,0.0,paradiselost
Paranoia: Happiness is Mandatory,8,0.0,0.0,paranoiahappinessismandatory
Pariah,22,1.0,0.0454545454545454,pariah
Partisans 1941,25,0.0,0.0,partisans1941
Party Hard,83,0.0,0.0,partyhard
Past Cure,11,0.0,0.0,pastcure
Path of Exile,491,10.0,0.020366598778004,pathofexile
Pathfinder: Kingmaker,196,3.0,0.0153061224489795,pathfinderkingmaker
Pathfinder: Wrath of the Righteous,168,3.0,0.0178571428571428,pathfinderwrathoftherighteous
Pathologic 2,93,0.0,0.0,pathologic2
Pathologic Classic HD,28,0.0,0.0,pathologicclassichd
Pathway,17,0.0,0.0,pathway
Patrician II: Quest for Power,11,0.0,0.0,patricianiiquestforpower
Patrician III: Rise of the Hanse,23,1.0,0.0434782608695652,patricianiiiriseofthehanse
Patrician IV: Conquest by Trade,18,0.0,0.0,patricianivconquestbytrade
Patrick's Parabox,80,0.0,0.0,patricksparabox
Pax Romana,8,0.0,0.0,paxromana
Payday 2,1680,5.0,0.0029761904761904,payday2
Payday: The Heist,167,1.0,0.0059880239520958,paydaytheheist
Peaky Blinders: Mastermind,14,0.0,0.0,peakyblindersmastermind
Pearl Harbor: Defend the Fleet,10,0.0,0.0,pearlharbordefendthefleet
Peggle Deluxe,47,1.0,0.0212765957446808,peggledeluxe
Peggle Nights,10,0.0,0.0,pegglenights
Pendragon,11,0.0,0.0,pendragon
Penny Arcade Adventures: Episode One,55,1.0,0.0181818181818181,pennyarcadeadventuresepisodeone
Penny Arcade Adventures: Episode Three,18,0.0,0.0,pennyarcadeadventuresepisodethree
Penny Arcade Adventures: Episode Two,15,0.0,0.0,pennyarcadeadventuresepisodetwo
Pentiment,54,0.0,0.0,pentiment
Penumbra: Black Plague,102,0.0,0.0,penumbrablackplague
Penumbra: Overture,56,0.0,0.0,penumbraoverture
Penumbra: Requiem,35,0.0,0.0,penumbrarequiem
Per Aspera,25,0.0,0.0,peraspera
Perception,10,0.0,0.0,perception
Perimeter,14,0.0,0.0,perimeter
Perimeter: Emperor's Testament,6,0.0,0.0,perimeteremperorstestament
Persona 3 Portable,18,0.0,0.0,persona3portable
Persona 4 Arena Ultimax,11,0.0,0.0,persona4arenaultimax
Persona 4 Golden,226,0.0,0.0,persona4golden
Persona 5 Royal,90,1.0,0.0111111111111111,persona5royal
Persona 5 Strikers,42,0.0,0.0,persona5strikers
Peter Jackson's King Kong: The Official Game of the Movie,21,0.0,0.0,peterjacksonskingkongtheofficialgameofthemovie
Phantaruk,22,0.0,0.0,phantaruk
Phantasy Star Universe,15,0.0,0.0,phantasystaruniverse
Phantom Breaker: Battle Grounds,14,0.0,0.0,phantombreakerbattlegrounds
Phantom Doctrine,34,0.0,0.0,phantomdoctrine
Phantom: Covert Ops,9,0.0,0.0,phantomcovertops
Pharaoh: A New Era,60,0.0,0.0,pharaohanewera
Phoenix Point,190,1.0,0.0052631578947368,phoenixpoint
Phoenix Wright: Ace Attorney Trilogy,15,0.0,0.0,phoenixwrightaceattorneytrilogy
Phoning Home,26,0.0,0.0,phoninghome
Pid,14,0.0,0.0,pid
Pikuniku,25,0.0,0.0,pikuniku
Pillars of Eternity,531,10.0,0.0188323917137476,pillarsofeternity
Pillars of Eternity II: Deadfire,169,3.0,0.0177514792899408,pillarsofeternityiideadfire
Pillars of Eternity: The White March - Part 1,20,0.0,0.0,pillarsofeternitythewhitemarchpart1
Pillars of Eternity: The White March - Part 2,37,8.0,0.2162162162162162,pillarsofeternitythewhitemarchpart2
Pinball FX 2,42,0.0,0.0,pinballfx2
Pineapple Smash Crew,18,1.0,0.0555555555555555,pineapplesmashcrew
Pinstripe,14,0.0,0.0,pinstripe
Pirate Hunter,14,0.0,0.0,piratehunter
Pirates Outlaws,10,0.0,0.0,piratesoutlaws
Pirates of Black Cove,17,0.0,0.0,piratesofblackcove
Pirates of the Burning Sea,31,2.0,0.064516129032258,piratesoftheburningsea
Pirates of the Caribbean,48,1.0,0.0208333333333333,piratesofthecaribbean
Pirates of the Caribbean Online,33,0.0,0.0,piratesofthecaribbeanonline
Pirates of the Caribbean: The Legend of Jack Sparrow,96,0.0,0.0,piratesofthecaribbeanthelegendofjacksparrow
Pistol Whip,36,0.0,0.0,pistolwhip
Pit People,12,0.0,0.0,pitpeople
Pitfall: The Lost Expedition,8,0.0,0.0,pitfallthelostexpedition
Pix the Cat,8,0.0,0.0,pixthecat
PixelJunk Monsters: Ultimate,14,0.0,0.0,pixeljunkmonstersultimate
PixelJunk Shooter,13,0.0,0.0,pixeljunkshooter
Plain Sight,18,1.0,0.0555555555555555,plainsight
Planar Conquest,22,0.0,0.0,planarconquest
Planescape: Torment,173,0.0,0.0,planescapetorment
Planescape: Torment - Enhanced Edition,30,0.0,0.0,planescapetormentenhancededition
Planet Alpha,13,0.0,0.0,planetalpha
Planet Coaster,124,0.0,0.0,planetcoaster
Planet Zoo,83,0.0,0.0,planetzoo
Planet of the Apes,8,0.0,0.0,planetoftheapes
PlanetSide,28,0.0,0.0,planetside
PlanetSide 2,412,0.0,0.0,planetside2
PlanetSide: Core Combat,7,0.0,0.0,planetsidecorecombat
Planetary Annihilation,154,5.0,0.0324675324675324,planetaryannihilation
Plants vs Zombies: Garden Warfare,47,0.0,0.0,plantsvszombiesgardenwarfare
Plants vs. Zombies,301,3.0,0.0099667774086378,plantsvszombies
Plants vs. Zombies: Battle for Neighborville,61,1.0,0.0163934426229508,plantsvszombiesbattleforneighborville
Platformines,12,0.0,0.0,platformines
Platoon: The 1st Airborne Cavalry Division in Vietnam,88,0.0,0.0,platoonthe1stairbornecavalrydivisioninvietnam
Playboy: The Mansion,434,1.0,0.0023041474654377,playboythemansion
PlayerUnknown's Battlegrounds,454,0.0,0.0,playerunknownsbattlegrounds
Poker Night 2,50,2.0,0.04,pokernight2
Poker Night at the Inventory,42,0.0,0.0,pokernightattheinventory
Polaris Sector,19,0.0,0.0,polarissector
Poly Bridge,14,0.0,0.0,polybridge
Pony Island,50,0.0,0.0,ponyisland
Pool of Radiance: Ruins of Myth Drannor,19,0.0,0.0,poolofradianceruinsofmythdrannor
Port Royale,11,0.0,0.0,portroyale
Port Royale 2,23,0.0,0.0,portroyale2
Port Royale 3: Pirates and Merchants,24,0.0,0.0,portroyale3piratesandmerchants
Port Royale 4,10,0.0,0.0,portroyale4
Portal,1158,9.0,0.0077720207253886,portal
Portal 2,2222,8.0,0.0036003600360036,portal2
Poseidon,13,0.0,0.0,poseidon
Post Mortem,13,0.0,0.0,postmortem
Postal,46,1.0,0.0217391304347826,postal
Postal 2,180,1.0,0.0055555555555555,postal2
Postal 2: Share the Pain,489,1.0,0.0020449897750511,postal2sharethepain
Postal III,115,1.0,0.008695652173913,postaliii
Potion Craft: Alchemist Simulator,28,0.0,0.0,potioncraftalchemistsimulator
Potionomics,16,1.0,0.0625,potionomics
PowerWash Simulator,19,0.0,0.0,powerwashsimulator
Praetorians,15,0.0,0.0,praetorians
Praetorians HD Remaster,8,0.0,0.0,praetorianshdremaster
Predator: Hunting Grounds,45,0.0,0.0,predatorhuntinggrounds
Pressure,9,0.0,0.0,pressure
Prey,331,3.0,0.0090634441087613,prey
Prey (2006),123,4.0,0.032520325203252,prey2006
Prey: Mooncrash,31,0.0,0.0,preymooncrash
Pride of Nations,18,0.0,0.0,prideofnations
Primal Carnage,55,1.0,0.0181818181818181,primalcarnage
Prime World: Defenders,35,0.0,0.0,primeworlddefenders
Primordia,56,0.0,0.0,primordia
Prince of Persia,90,1.0,0.0111111111111111,princeofpersia
Prince of Persia: The Forgotten Sands,48,0.0,0.0,princeofpersiatheforgottensands
Prince of Persia: The Sands of Time,106,1.0,0.0094339622641509,princeofpersiathesandsoftime
Prince of Persia: The Two Thrones,54,0.0,0.0,princeofpersiathetwothrones
Prince of Persia: Warrior Within,102,0.0,0.0,princeofpersiawarriorwithin
Prince of Qin,10,0.0,0.0,princeofqin
Prison Break: The Conspiracy,12,0.0,0.0,prisonbreaktheconspiracy
Pro Cycling Manager 2017,7,0.0,0.0,procyclingmanager2017
Pro Cycling Manager Season 2008: Le Tour de France,7,0.0,0.0,procyclingmanagerseason2008letourdefrance
Pro Cycling Manager Season 2012: Le Tour de France,8,0.0,0.0,procyclingmanagerseason2012letourdefrance
Pro Cycling Manager Season 2013: Le Tour de France - 100th Edition,8,0.0,0.0,procyclingmanagerseason2013letourdefrance100thedition
Pro Cycling Manager Season 2014: Le Tour de France,14,0.0,0.0,procyclingmanagerseason2014letourdefrance
Pro Cycling Manager Season 2015,14,0.0,0.0,procyclingmanagerseason2015
Pro Evolution Soccer 2009,15,0.0,0.0,proevolutionsoccer2009
Pro Evolution Soccer 2010,13,0.0,0.0,proevolutionsoccer2010
Pro Evolution Soccer 2012,24,1.0,0.0416666666666666,proevolutionsoccer2012
Pro Evolution Soccer 2013,36,0.0,0.0,proevolutionsoccer2013
Pro Evolution Soccer 2014,70,0.0,0.0,proevolutionsoccer2014
Pro Evolution Soccer 2015,69,3.0,0.0434782608695652,proevolutionsoccer2015
Pro Evolution Soccer 2016,64,1.0,0.015625,proevolutionsoccer2016
Pro Evolution Soccer 2017,44,0.0,0.0,proevolutionsoccer2017
Pro Evolution Soccer 2018,43,0.0,0.0,proevolutionsoccer2018
Pro Evolution Soccer 2019,38,1.0,0.0263157894736842,proevolutionsoccer2019
Pro Race Driver,12,0.0,0.0,proracedriver
ProStroke Golf - World Tour 2007,8,0.0,0.0,prostrokegolfworldtour2007
Prodeus,21,0.0,0.0,prodeus
Project CARS,115,0.0,0.0,projectcars
Project CARS 2,61,0.0,0.0,projectcars2
Project CARS 3,50,0.0,0.0,projectcars3
Project Eden,9,0.0,0.0,projecteden
Project Highrise,16,0.0,0.0,projecthighrise
Project IGI: I'm Going In,31,0.0,0.0,projectigiimgoingin
Project Nomads,7,0.0,0.0,projectnomads
Project Warlock,33,0.0,0.0,projectwarlock
Project Wingman,39,0.0,0.0,projectwingman
Project: Snowblind,21,0.0,0.0,projectsnowblind
Proteus,71,2.0,0.028169014084507,proteus
Prototype (2009),203,3.0,0.0147783251231527,prototype2009
Prototype 2,106,3.0,0.0283018867924528,prototype2
Psychonauts,188,3.0,0.0159574468085106,psychonauts
Psychonauts 2,315,1.0,0.0031746031746031,psychonauts2
Psychotoxic,13,0.0,0.0,psychotoxic
Pulse,7,0.0,0.0,pulse
Pumpkin Jack,19,1.0,0.0526315789473684,pumpkinjack
Punch Club,38,0.0,0.0,punchclub
Pupperazzi,7,0.0,0.0,pupperazzi
Pure,30,0.0,0.0,pure
Pure Farming 2018,16,0.0,0.0,purefarming2018
Purge,19,0.0,0.0,purge
Purrfect Date,40,0.0,0.0,purrfectdate
Puzzle Agent,29,1.0,0.0344827586206896,puzzleagent
Puzzle Agent 2,20,0.0,0.0,puzzleagent2
Puzzle Dimension,14,0.0,0.0,puzzledimension
Puzzle Pirates,40,0.0,0.0,puzzlepirates
Puzzle Quest: Challenge of the Warlords,32,1.0,0.03125,puzzlequestchallengeofthewarlords
Puzzle Quest: Galactrix,12,0.0,0.0,puzzlequestgalactrix
Puzzlegeddon,6,0.0,0.0,puzzlegeddon
Pyre,90,0.0,0.0,pyre
Q.U.B.E.,54,0.0,0.0,qube
Q.U.B.E. 2,29,1.0,0.0344827586206896,qube2
Quadrilateral Cowboy,12,0.0,0.0,quadrilateralcowboy
Quake,137,1.0,0.0072992700729927,quake
Quake 4,100,0.0,0.0,quake4
Quake III: Team Arena,29,0.0,0.0,quakeiiiteamarena
Quake Remastered,19,0.0,0.0,quakeremastered
Quantum Break,192,0.0,0.0,quantumbreak
Quantum Conundrum,57,1.0,0.0175438596491228,quantumconundrum
Quarantine Circular,16,0.0,0.0,quarantinecircular
Quest for Infamy,13,0.0,0.0,questforinfamy
